label,text,lex_feats
1,"Za rychlu odpoved,a rychle vybavenie mojho problemu.","[-0.0243055559694767, -0.01215277798473835, 2.0, 0.25, 0.03125, -0.0555555559694767, 0.03125, -0.0555555559694767, 0.0, 0.0]"
1,"Odpovedala na všetky moje otázky profesionálne, bola milá a venovala mi dostatočný čas, veľmi pekne ďakujem","[1.231745958328247, 0.09474968910217285, 13.0, 0.8125, 1.4539682865142822, -0.2222222238779068, 0.5416666865348816, -0.1666666716337204, 1.0, 0.0]"
1,"príjemné vystupovanie,ochota","[0.3095237910747528, 0.1031745970249176, 3.0, 1.0, 0.3095237910747528, 0.0, 0.2678571343421936, 0.0, 0.0, 0.0]"
0,"NEVIEM,KDE STE? JE VAS MALO","[0.0357142873108387, 0.01785714365541935, 2.0, 0.3333333432674408, 0.0357142873108387, 0.0, 0.01785714365541935, 0.0, 0.0, 0.0]"
1,"Bol velmi mily, komunikativny a dobre informovany o produktoch.","[0.2748015820980072, 0.05496031790971756, 5.0, 0.5555555820465088, 0.3303571343421936, -0.0555555559694767, 0.3125, -0.0555555559694767, 0.0, 0.0]"
1,"Milá, ochotná, známa","[0.9166666865348816, 0.3055555522441864, 3.0, 1.0, 0.9166666865348816, 0.0, 0.5416666865348816, 0.0, 1.0, 0.0]"
1,"Milý, poradil vo výbere MT, boli sme spokojní ☺","[0.7798266410827637, 0.09747833013534546, 8.0, 1.0, 0.7961309552192688, -0.016304347664117813, 0.5416666865348816, -0.016304347664117813, 1.0, 0.0]"
1,Príjemné vystupovanie a poradenstvo,"[0.2331349104642868, 0.0582837276160717, 4.0, 1.0, 0.2886904776096344, -0.0555555559694767, 0.2678571343421936, -0.0555555559694767, 0.0, 0.0]"
0,Som sklamany ze my zatajujete kedy koncia v eu romingove poplatky ked to davaju uz davno v spravach a slecna my povie ze to nevie!!!! Inak bolo vsetko ok a bol som snou spokojny nad mieru ale zatajovat informacie to sa neroby dakujem,"[-0.03636084496974945, -0.002138873329386115, 17.0, 0.39534884691238403, 0.5122502446174622, -0.5486111044883728, 0.1875, -0.25, 0.0, 0.0]"
1,"milá, ústretová","[0.5416666865348816, 0.5416666865348816, 1.0, 0.5, 0.5416666865348816, 0.0, 0.5416666865348816, 0.0, 1.0, 0.0]"
1,mili,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Promtný prístup a návrh riešenia.,"[0.19696968793869019, 0.049242421984672546, 4.0, 0.800000011920929, 0.2638888955116272, -0.06691919267177582, 0.25, -0.0555555559694767, 0.0, 0.0]"
1,Super čerpačka 👍👍👍,"[0.07500000298023224, 0.07500000298023224, 1.0, 0.5, 0.07500000298023224, 0.0, 0.07500000298023224, 0.0, 0.0, 0.0]"
1,Jasne a kvalitne poradil vysvetlil co treba. Vybavili sme rychlo a kvalitne co som potreboval. Dakujem.,"[-0.22880591452121735, -0.02080053836107254, 11.0, 0.6875, 0.31980517506599426, -0.5486111044883728, 0.15909090638160706, -0.4375, 0.0, 0.0]"
1,"vyzná sa v tom, čo robí.","[0.0, 0.0, 1.0, 0.1666666716337204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Pomohol mi a vyhovel mojej poziadavke,"[0.1498015969991684, 0.0374503992497921, 4.0, 0.6666666865348816, 0.2053571492433548, -0.0555555559694767, 0.1428571492433548, -0.0555555559694767, 0.0, 0.0]"
1,Skvelý a ústretový,"[0.6527777314186096, 0.3263888657093048, 2.0, 0.6666666865348816, 0.7083333134651184, -0.0555555559694767, 0.7083333134651184, -0.0555555559694767, 1.0, 0.0]"
0,neustretový a neochotný pán pri pokladni.,"[-0.8055555820465088, -0.2013888955116272, 4.0, 0.6666666865348816, 0.0, -0.8055555820465088, 0.0, -0.75, 0.0, 1.0]"
1,Super komunikácia,"[0.08636364340782166, 0.04318182170391083, 2.0, 1.0, 0.08636364340782166, 0.0, 0.07500000298023224, 0.0, 0.0, 0.0]"
1,"Mili,usmiati a ochotní...","[0.2881944477558136, 0.1440972238779068, 2.0, 0.5, 0.34375, -0.0555555559694767, 0.34375, -0.0555555559694767, 0.0, 0.0]"
0,nepamatam si kedy by som s denisou volal :),"[-0.3303571343421936, -0.1101190447807312, 3.0, 0.375, 0.01785714365541935, -0.3482142686843872, 0.01785714365541935, -0.1875, 0.0, 0.0]"
0,Podpora bola v poriadku ale to ze si musim spomaleny internet po precerpani  dat zlozito aktivovat ma sklamalo.,"[0.1371753215789795, 0.017146915197372437, 8.0, 0.4444444477558136, 0.1371753215789795, 0.0, 0.1041666641831398, 0.0, 0.0, 0.0]"
0,"Sklamany budete Vy,ak stratíte dôveru všetkých zákazníkov.To Vy Ste sem prišli pred 10-timi rokmi žobronit o dôveru,a na toto?-aby ste ukazovali ako si nikoho nevazite?že Vaši tak vysnívanú zákazníci sú pre Vás len odpad?načo chcete tieto hodnotenia,keď v konečnom dôsledku spravíte aj tak hovno.Nepotrebujete zákazníkov??? Stačilo ma o tom presvedcit.","[-0.4623016119003296, -0.0144469253718853, 32.0, 0.5517241358757019, 0.9113094806671143, -1.3736110925674438, 0.25, -0.4375, 0.0, 0.0]"
1,"Milá, ochotná pomôcť, hľadá riešenia","[1.2686583995819092, 0.2537316679954529, 5.0, 1.0, 1.2782738208770752, -0.009615384973585606, 0.5416666865348816, -0.009615384973585606, 1.0, 0.0]"
1,Najlepšia debrecínka!!,"[0.5852272510528564, 0.5852272510528564, 1.0, 0.5, 0.5852272510528564, 0.0, 0.5852272510528564, 0.0, 1.0, 0.0]"
1,Za ochotu pri riešení situácie.,"[0.25, 0.125, 2.0, 0.4000000059604645, 0.25, 0.0, 0.25, 0.0, 0.0, 0.0]"
1,"Všetko sa nám podarilo vybaviť v priebehu chvíľky a bolo mi vysvetlené všetko, čo som ešte potrebovala vedieť. Ďakujem.","[-0.4260912835597992, -0.047343477606773376, 9.0, 0.4736842215061188, 0.0669642835855484, -0.4930555522441864, 0.03125, -0.4375, 0.0, 0.0]"
1,"Rychla, ochotna a sikovna mlada slecna ☺️","[-0.0555555559694767, -0.0555555559694767, 1.0, 0.1666666716337204, 0.0, -0.0555555559694767, 0.0, -0.0555555559694767, 0.0, 0.0]"
1,Bola som s dcerou a obe sme vrlmi spokojne,"[-0.1626984030008316, -0.027116401121020317, 6.0, 0.6666666865348816, 0.0535714328289032, -0.2162698358297348, 0.01785714365541935, -0.1607142835855484, 0.0, 0.0]"
1,"Veľmi milá, profesionálny prístup.","[0.666269838809967, 0.16656745970249176, 4.0, 1.0, 0.666269838809967, 0.0, 0.5416666865348816, 0.0, 1.0, 0.0]"
1,Slecna Monika bola mila obratom ma vybavila za co jej pekne dakujem. Druhy ax ju urcite,"[0.5122767686843872, 0.0640345960855484, 8.0, 0.5, 0.5122767686843872, 0.0, 0.375, 0.0, 0.0, 0.0]"
1,Je tam množstvo tovaru na vyber.Nikdy sme nešli na prazdno.,"[-0.2589285969734192, -0.0431547649204731, 6.0, 0.5454545617103577, 0.0357142873108387, -0.2946428656578064, 0.01785714365541935, -0.1875, 0.0, 0.0]"
1,Prijemna obsluha:-),"[0.0, 0.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,"Ochotna, mila prijemna, profesionalne vystupovanie.","[0.0, 0.0, 1.0, 0.20000000298023224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Za ochotu a flexibilitu :-),"[0.0694444477558136, 0.0347222238779068, 2.0, 0.5, 0.125, -0.0555555559694767, 0.125, -0.0555555559694767, 0.0, 0.0]"
1,Bol som spokojný. Požiadavka bola vybavená promptne.,"[0.2973214387893677, 0.059464287012815475, 5.0, 0.7142857313156128, 0.2973214387893677, 0.0, 0.21875, 0.0, 0.0, 0.0]"
1,"vybavila, co som potrebovala","[-0.4196428656578064, -0.1049107164144516, 4.0, 1.0, 0.01785714365541935, -0.4375, 0.01785714365541935, -0.4375, 0.0, 0.0]"
1,ďakujem za pomoc....bola jasná zrozumiteľná a presná,"[0.7921626567840576, 0.11316609382629395, 7.0, 0.875, 0.8477182388305664, -0.0555555559694767, 0.28125, -0.0555555559694767, 0.0, 0.0]"
1,Bol veľmi ochotný mi pomôcť a poradiť za čo som mu vďačná.,"[0.7292658686637878, 0.0729265883564949, 10.0, 0.8333333134651184, 0.7848214507102966, -0.0555555559694767, 0.34375, -0.0555555559694767, 0.0, 0.0]"
1,všetko bolo ok a rýchlo,"[0.17480160295963287, 0.04370040073990822, 4.0, 0.800000011920929, 0.23035715520381927, -0.0555555559694767, 0.1875, -0.0555555559694767, 0.0, 0.0]"
0,Nie som spokajna ani ja a ani moj manzel s Michalovskou pobockou. Cakali sme skoro hodinu a pol na vybavenie. Ked sme sa uz konecne dockali tak ani to co sme potrebovali vybavut nakoniec nevybavili. Pani sa totisto pomylila chceli sme prejst na zlaty pausal a ona mi aktivovala modry. Mozno by vsetko dopadlo dobre ak by nemusela odbehovat a pomahat svojim dvom kolegom. Bolo vyditelne ze ty dvaja sa bez nej nevedia pohnut. Tak potom nechapem z akeho dovodu tam su. Nakoniec som zavolala na asistensku linku a behom minuty bolo vsetko vybavene ako som chcela.,"[-1.162713646888733, -0.027039851993322372, 43.0, 0.44329896569252014, 0.6486949920654297, -1.8114087581634521, 0.3125, -0.4375, 0.0, 0.0]"
1,Všetko bolo super.,"[0.09285714477300644, 0.04642857238650322, 2.0, 0.6666666865348816, 0.09285714477300644, 0.0, 0.07500000298023224, 0.0, 0.0, 0.0]"
1,"Dominika, bola veľmi profesionálna a veľmi ochotná mi pomôcť. Musím ju veľmi pozitívne pochváliť a snažila sa mi ponúknuť aj doplnkové služby.","[0.9894841313362122, 0.05497134104371071, 18.0, 0.8181818127632141, 1.100595235824585, -0.1111111119389534, 0.34375, -0.0555555559694767, 0.0, 0.0]"
1,Bol som vybavený okamžite a veľmi slušne. Som spokojný.,"[0.36121034622192383, 0.04515129327774048, 8.0, 0.8888888955116272, 0.47232142090797424, -0.1111111119389534, 0.21875, -0.0555555559694767, 0.0, 0.0]"
1,Bol mily a ustretovy. Dajte mu odmenu ! Vie sa spravat k starym ludom vdaka,"[0.06775031238794327, 0.011291719041764736, 6.0, 0.4285714328289032, 0.12330586463212967, -0.0555555559694767, 0.07500000298023224, -0.0555555559694767, 0.0, 0.0]"
0,<COMPANY4> ma vyslovene okradlo a on si len mlel svoje,"[-0.5555555820465088, -0.09259259700775146, 6.0, 0.6000000238418579, 0.0, -0.5555555820465088, 0.0, -0.3125, 0.0, 0.0]"
1,Všetko bolo super a príjemné :),"[0.30515873432159424, 0.07628968358039856, 4.0, 0.800000011920929, 0.36071428656578064, -0.0555555559694767, 0.2678571343421936, -0.0555555559694767, 0.0, 0.0]"
1,"Urobil príjemný dojem svojím vystupovaním - komunikáciou, bol ústretový a dôsledný.","[0.3665223717689514, 0.05236033722758293, 7.0, 0.699999988079071, 0.5470778942108154, -0.1805555522441864, 0.2678571343421936, -0.125, 0.0, 0.0]"
1,Odbornik na spravnom mieste a rýchle vybavenie.,"[0.023603852838277817, 0.005900963209569454, 4.0, 0.5714285969734192, 0.07915940880775452, -0.0555555559694767, 0.0357142873108387, -0.0555555559694767, 0.0, 0.0]"
1,"Ochtná pomôcť,vysvetliť,vyhľadať informáciu.","[0.2678571343421936, 0.089285708963871, 3.0, 0.6000000238418579, 0.2678571343421936, 0.0, 0.1428571492433548, 0.0, 0.0, 0.0]"
1,Ochotne rychlo sprocesoval co som potreboval dakujem,"[-0.1696428656578064, -0.0424107164144516, 4.0, 0.5714285969734192, 0.2678571343421936, -0.4375, 0.25, -0.4375, 0.0, 0.0]"
1,"Za priamu konverzáciu, profesionálne jednanie a vybavenie mojich požiadaviek voči <COMPANY4>","[-0.1135912612080574, -0.018931876868009567, 6.0, 0.5454545617103577, 0.11696428805589676, -0.23055554926395416, 0.0357142873108387, -0.17499999701976776, 0.0, 0.0]"
1,Informovana a ochotná dakujem,"[0.5381944179534912, 0.17939813435077667, 3.0, 0.75, 0.59375, -0.0555555559694767, 0.34375, -0.0555555559694767, 0.0, 0.0]"
1,Milá a nápomocná osoba. Vďaka.,"[0.7361111640930176, 0.1840277910232544, 4.0, 0.800000011920929, 0.7916666865348816, -0.0555555559694767, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
0,Dobry den rozhovor bol na urovni asistent bol ustretovy len som trosku bol sklamany ze nevedel mi povedat konkretnu tarifikaciu za prijaty hovor v roamingu platny od 15.6.2017 pekny zvysok dna.,"[-0.2514880895614624, -0.02095734141767025, 12.0, 0.4000000059604645, 0.092261902987957, -0.34375, 0.02083333395421505, -0.1875, 0.0, 0.0]"
1,Mila a ochotna,"[-0.0555555559694767, -0.0555555559694767, 1.0, 0.3333333432674408, 0.0, -0.0555555559694767, 0.0, -0.0555555559694767, 0.0, 0.0]"
1,Bola milá a reagovala velmi rýchlo na môj problém,"[0.3961557149887085, 0.0792311429977417, 5.0, 0.5555555820465088, 0.5845237970352173, -0.1883680522441864, 0.5416666865348816, -0.1328125, 1.0, 0.0]"
1,"Že bola ochotná, prívetivá a vedela mi poradiť.","[0.3060515820980072, 0.06121031567454338, 5.0, 0.625, 0.3616071343421936, -0.0555555559694767, 0.34375, -0.0555555559694767, 0.0, 0.0]"
1,U mna super !,"[0.07500000298023224, 0.03750000149011612, 2.0, 0.6666666865348816, 0.07500000298023224, 0.0, 0.07500000298023224, 0.0, 0.0, 0.0]"
1,Ďakujem velmi pekne za radu a pomoc,"[0.3998015820980072, 0.07996031641960144, 5.0, 0.7142857313156128, 0.4553571343421936, -0.0555555559694767, 0.375, -0.0555555559694767, 0.0, 0.0]"
1,"Príjemná obsluha, vždy ochotná pomôcť","[0.7232142686843872, 0.14464285969734192, 5.0, 1.0, 0.7544642686843872, -0.03125, 0.34375, -0.03125, 0.0, 0.0]"
1,Super pristup k praci.,"[0.08461538702249527, 0.042307693511247635, 2.0, 0.5, 0.08461538702249527, 0.0, 0.07500000298023224, 0.0, 0.0, 0.0]"
1,"Veľmi milý operátor, za necelú minútu ochotne vyriešil problém, kvôli ktorému som dva dni predtým sedela bezúspešne vyše pol hodiny na pobočke. Naozaj chválim a ďakujem.","[1.612822413444519, 0.08960124850273132, 18.0, 0.692307710647583, 1.8011906147003174, -0.1883680522441864, 0.5416666865348816, -0.1328125, 1.0, 0.0]"
1,slušný a ústretovosť,"[0.2986111044883728, 0.1493055522441864, 2.0, 0.6666666865348816, 0.3541666567325592, -0.0555555559694767, 0.3541666567325592, -0.0555555559694767, 0.0, 0.0]"
1,Profesionalny prístup s prijemnym hlasom.,"[-0.1289682388305664, -0.04298941418528557, 3.0, 0.6000000238418579, 0.0317460335791111, -0.1607142835855484, 0.01785714365541935, -0.1607142835855484, 0.0, 0.0]"
0,"Asistent OK, ten ma oznamil na retencne oddelenie a tam sa mi pani ozvala.  Prenasam si cislo k <COMPANY6> aj ked zbytocne, mal som zaujem ustat u <COMPANY4>.  28.7.2017 v piatok mna nahodne oslavila pani z <COMPANY6> a ponukla mi ich pausal GO Europe 30(Vas zlaty pausal) s 50%tnou zlavou tj. za 15€ mesacne, povedal som jej ze sa rozhodnem, nech mi zavola az v pondelok. Bol som sa hned dalsi den tj v sobotu 5.8.2017 informovat vo Vasej pobocke v Mlynoch v Nitre ako to je s prenosom cisla a ci by ste pre mna nemali aj Vy nejaku lepsiu ponuku od pausalu a ceny, ktoru mam teraz. Pan mi povedal, ze je vikend , ze toto musi riesit retencne aoddelenie, ze tam posiela mail a ze sa mi niekto ihned v pondelok ozve. Cakal som Vas telefonat v pondelok, ale marne. Hovorim si, ze teda asi <COMPANY4> nema pre mna nijaku ponuku. Pani z <COMPANY6> mi v pondelok az po 15:00 zavolala, podla dohody a ja som jej prenos cisla odsuhlasil. Az v piatok 4.8. som od kuriera prevzal zmluvy z <COMPANY6> . Retencne sa mi ozvalo az v piatok 11.8.","[-0.0035599609836935997, -3.787192690651864e-05, 94.0, 0.5081080794334412, 1.0031861066818237, -1.0067459344863892, 0.1875, -0.1607142835855484, 0.0, 0.0]"
1,Bola som spokojna,"[0.2544642984867096, 0.0848214328289032, 3.0, 1.0, 0.2544642984867096, 0.0, 0.21875, 0.0, 0.0, 0.0]"
1,za vsetko            dakujem pekne  za to co premna robite vas verny  zakaznik               <SIGNATURE>,"[0.375, 0.1875, 2.0, 0.1538461595773697, 0.375, 0.0, 0.375, 0.0, 0.0, 0.0]"
1,Bolo to v poriadku. Korektne.,"[0.3720238208770752, 0.0930059552192688, 4.0, 0.800000011920929, 0.3720238208770752, 0.0, 0.25, 0.0, 0.0, 0.0]"
1,spokojnost. odborne poradenstvo na vysokej a profesionalnej urovni. dakujem za poskytnutie zlavy pri tankovani.,"[0.3402777910232544, 0.06805555522441864, 5.0, 0.3571428656578064, 0.3958333432674408, -0.0555555559694767, 0.375, -0.0555555559694767, 0.0, 0.0]"
1,"Skúsený, príjemné vystupovanie a neodradza znechutenym prístupom ako podaktorí","[0.538690447807312, 0.07695578038692474, 7.0, 0.7777777910232544, 0.7504960298538208, -0.2118055522441864, 0.46875, -0.125, 0.0, 0.0]"
1,Spokojnost. Vcera sme vas vyjedli :-),"[0.01785714365541935, 0.01785714365541935, 1.0, 0.20000000298023224, 0.01785714365541935, 0.0, 0.01785714365541935, 0.0, 0.0, 0.0]"
1,Mily a profesionalny pristup. Loajalny k firme.,"[-0.04594017192721367, -0.015313390642404556, 3.0, 0.4285714328289032, 0.009615384973585606, -0.0555555559694767, 0.009615384973585606, -0.0555555559694767, 0.0, 0.0]"
1,"Chcem podakovat za rychle vybavenie a este preto, lebo tiez mam dceru    Luciu. Velmi pekne meno.","[0.3125, 0.0446428582072258, 7.0, 0.4375, 0.4618055522441864, -0.1493055522441864, 0.375, -0.09375, 0.0, 0.0]"
1,Operatorka velmi prijemne a k veci komunikovala a vyriesila moju poziadavku k plnej spokojnosti.Bolo citit ochotu a profesionalitu.,"[-0.12035256624221802, -0.010941142216324806, 11.0, 0.5789473652839661, 0.21298077702522278, -0.3333333432674408, 0.10000000149011612, -0.125, 0.0, 0.0]"
1,Príjemná a rýchla komunikácia,"[0.259379506111145, 0.06484487652778625, 4.0, 1.0, 0.3149350583553314, -0.0555555559694767, 0.2678571343421936, -0.0555555559694767, 0.0, 0.0]"
1,Veľmi dobre mi poradil. Ďakujem.,"[0.38749998807907104, 0.07750000059604645, 5.0, 1.0, 0.38749998807907104, 0.0, 0.3125, 0.0, 0.0, 0.0]"
1,Dakujem za ochotu vyriesit moj problem,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,personal je v pohode,"[-0.0863095223903656, -0.02876984141767025, 3.0, 0.75, 0.01785714365541935, -0.1041666641831398, 0.01785714365541935, -0.1041666641831398, 0.0, 0.0]"
1,Príjemné prostredie.,"[0.2678571343421936, 0.1339285671710968, 2.0, 1.0, 0.2678571343421936, 0.0, 0.2678571343421936, 0.0, 0.0, 0.0]"
1,vychadza ustretovo a presne mozem oohodnotit vyborne.,"[0.111111119389534, 0.055555559694767, 2.0, 0.2857142984867096, 0.1666666716337204, -0.0555555559694767, 0.1666666716337204, -0.0555555559694767, 0.0, 0.0]"
1,"bola ochotná, milá a ústretová","[0.8477182388305664, 0.2119295597076416, 4.0, 0.800000011920929, 0.9032738208770752, -0.0555555559694767, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
1,"komunikácia stručná, jasná,","[0.6676136255264282, 0.22253787517547607, 3.0, 1.0, 0.6676136255264282, 0.0, 0.375, 0.0, 0.0, 0.0]"
0,"Vazena slecna ZANETA,nie ze som sklamany,ale maximalne vytoceny,a to zo spravania sa predavaca v predajni <COMPANY4>  v AUPARKU-KOSICE,ako aj nejakeho DEMENTA MAREKA z linky <COMPANY4> SLUZBY Zakaznikom.1.Laskavo by som bol rad,aby sa mi ozval niekto kompetentny,bud majitel,alebo jeho zastupca.Garantujem Vam,ze urobim z <COMPANY4> medialnu hviezdu na Markize.Uz som podnikol kroky na arogancii a oblbovani podvodnych konani vasich zamestnancov <COMPANY4> aj  obchodnu inspekciu. <SIGNATURE>, KOSICE <PHONE_NUMBER>","[-1.6085317134857178, -0.05546661093831062, 29.0, 0.3717948794364929, 0.3303571343421936, -1.9388887882232666, 0.125, -0.75, 0.0, 2.0]"
1,Personál na vysokej úrovni.Skvelý a ochotný.Nemám žiadnu pripomienku.Rád a vlastne vetšinou navštevujem <COMPANY1>,"[2.0722222328186035, 0.1726851910352707, 12.0, 0.75, 2.183333396911621, -0.1111111119389534, 0.7083333134651184, -0.0555555559694767, 1.0, 0.0]"
1,"Ústretovosť a profesionálny prístup pána Mariána hodnotím vysoko pozitívne. Jeho ochota a trpezlivosť sú jeho prednosťou spolu s milým úsmevom a zmyslom pre humor, ktorými spríjemní komunikáciu so zákazníkom. Z 10tich bodov hodnotím na 13.😉","[0.791888415813446, 0.03045724704861641, 26.0, 0.7647058963775635, 1.3826621770858765, -0.5907738208770752, 0.5416666865348816, -0.1607142835855484, 1.0, 0.0]"
1,"Takto to ma vyzerat v 21.storoci...dakujem, keby boli vsetky spolocnosti taketo tak radost zit (:","[0.01785714365541935, 0.0059523810632526875, 3.0, 0.20000000298023224, 0.01785714365541935, 0.0, 0.01785714365541935, 0.0, 0.0, 0.0]"
1,"Pracovníci sú milí, úslužní, vedia poradiť keď si človek nevie s niečim rady.","[1.1666667461395264, 0.1458333432674408, 8.0, 0.6153846383094788, 1.3273810148239136, -0.1607142835855484, 0.75, -0.1607142835855484, 2.0, 0.0]"
1,"Mile a privetive pracovnicky, Tak ako to ma byt.......","[-0.0868055522441864, -0.0217013880610466, 4.0, 0.4444444477558136, 0.0, -0.0868055522441864, 0.0, -0.0555555559694767, 0.0, 0.0]"
1,super kompetentny! velmi pomohol,"[0.21785715222358704, 0.10892857611179352, 2.0, 0.5, 0.21785715222358704, 0.0, 0.1428571492433548, 0.0, 0.0, 0.0]"
1,"usmievaví, príjemní a ochotní zamestnanci👏👏👏","[0.5560516119003296, 0.18535053730010986, 3.0, 0.6000000238418579, 0.6116071343421936, -0.0555555559694767, 0.34375, -0.0555555559694767, 0.0, 0.0]"
1,Viktóriu chceme pochváliť pre jej osobitý prístup k riešeniu problému. Je príjemná a milá predajkyňa.,"[1.2125171422958374, 0.10104309767484665, 12.0, 0.800000011920929, 1.4946352243423462, -0.2821180522441864, 0.5416666865348816, -0.1328125, 1.0, 0.0]"
